,id,title,link,date,indieners (leden),indieners (partijen),PVV,GroenLinks-PvdA,VVD,NSC,D66,BBB,CDA,SP,ChristenUnie,DENK,PvdD,SGP,FVD,Volt,JA21,moties_volledig
1535.0,2023D21852,Motie van het lid Krul c.s. over de middelen uit het sectorplan inzetten voor het versterken van de samenwerking bij de taalopleidingen aan de universiteiten,/kamerstukken/moties/detail?id=2023Z09100&did=2023D21852,24 mei 2023,['Harmen Krul'],['CDA'],1,1,1,,-1,1,1,1,1,1,1,1,-1,1,1,"verzoekt de regering de middelen uit het sectorplan in te zetten voor het versterken van de samenwerking bij de taalopleidingen aan de universi-teiten, waarbij het niet de bedoeling is om veel tijd te verspillen aan vergaderen en ingewikkelde plannen maken, bijvoorbeeld over joint degrees of unilocaties; verzoekt de regering dat de energie met name ingezet moet worden op het laten groeien van de studentenaantallen en dat de sectorplanmiddelen in ieder geval ook ingezet moeten worden voor een grote landelijke campagne «kies talen» in lijn met het rapport Talen Centraal,"
1536.0,2023D21810,Motie van de leden Leijten en Marijnissen over het opzeggen van het vertrouwen in het kabinet,/kamerstukken/moties/detail?id=2023Z09080&did=2023D21810,23 mei 2023,[],[],1,-1,-1,,-1,1,-1,1,-1,1,1,-1,1,-1,1,"zegt het vertrouwen in het kabinet op,"
1537.0,2023D21811,Motie van het lid Van Baarle over de beslistermijn van een jaar handhaven,/kamerstukken/moties/detail?id=2023Z09081&did=2023D21811,23 mei 2023,['Stephan van Baarle'],['DENK'],1,1,-1,,-1,1,-1,1,-1,1,1,1,1,1,1,"verzoekt de regering zich aan de wet te houden en zodanig proactief te handelen dat de beslistermijn van een jaar wordt gehandhaafd, alsmede niet bij de rechterlijke macht aan te dringen op het oprekken van de BNT-termijn,"
1538.0,2023D21243,Gewijzigde motie van het lid Strolenberg over onderzoeken hoe informatie over een veilige werkomgeving toegankelijker gemaakt kan worden voor ondernemers en werknemers (t.v.v. 35592-19),/kamerstukken/moties/detail?id=2023Z08851&did=2023D21243,23 mei 2023,[],[],1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,"verzoekt de regering om – met Stichting Kenniscentrum Vertrouwensper-sonen, ondernemersorganisaties en Arbodiensten – te onderzoeken hoe informatie over een veilige werkomgeving toegankelijk(er) gemaakt kan worden voor ondernemers en werknemers en daarbij het kunnen instellen van een interne of externe vertrouwenspersoon expliciet onder de aandacht wordt gebracht;"
1539.0,2023D21392,Motie van het lid Van Meenen over de middelen voor basisvaardigheden alleen inzetten voor taal en rekenen,/kamerstukken/moties/detail?id=2023Z08929&did=2023D21392,22 mei 2023,[],[],1,-1,-1,,1,1,-1,1,1,-1,-1,1,1,-1,1,"verzoekt de regering de middelen voor basisvaardigheden alleen in te zetten voor taal en rekenen,"
1540.0,2023D21372,Motie van het lid Beertema c.s. over verkennen hoe in het voortgezet onderwijs een voldoende voor Nederlands een voorwaarde kan worden voor het behalen van een diploma,/kamerstukken/moties/detail?id=2023Z08918&did=2023D21372,22 mei 2023,['Mariëlle Paul'],['VVD'],1,1,1,,1,1,1,1,1,1,1,1,1,-1,1,"verzoekt de regering om in navolging van het advies van de Inspectie van het Onderwijs een verkenning uit te werken hoe in het voortgezet onderwijs gerealiseerd kan worden dat een voldoende voor het vak Nederlands voorwaardelijk wordt voor het behalen van een diploma,"
1541.0,2023D21114,Motie van de leden Dekker-Abdulaziz en Kathmann over een Europees verbod op verkoop van persoonsgegevens van minderjarigen voor financieel gewin,/kamerstukken/moties/detail?id=2023Z08794&did=2023D21114,17 mei 2023,['Barbara Kathmann'],['PvdA'],1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,"verzoekt de regering zich in te spannen dat er binnen Europese regel-geving wordt opgenomen dat de verkoop van persoonsgegevens van minderjarigen voor financieel gewin verboden wordt en toezicht hierop goed te borgen,"
1542.0,2023D20628,Motie van de leden Thijssen en Hagen over een interdepartementaal beleidsonderzoek naar maatregelen om de circulariteitsdoelen te halen,/kamerstukken/moties/detail?id=2023Z08650&did=2023D20628,17 mei 2023,['Joris Thijssen'],['PvdA'],-1,1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,"verzoekt de regering een interdepartementaal beleidsonderzoek (ibo) uit te voeren dat stimulerende, beprijzende en normerende maatregelen in kaart brengt die richting 2030 genomen moeten worden om de circulari-teitsdoelen te halen,"
1543.0,2023D21130,Motie van het lid Strolenberg over bij wet- en regelgeving inzake de Arbeidsomstandighedenwet de lastendruk op het mkb in kaart brengen,/kamerstukken/moties/detail?id=2023Z08810&did=2023D21130,17 mei 2023,[],[],1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,"verzoekt de regering om bij het bedenken, uitwerken en uitvoeren van wet- en regelgeving inzake de Arbeidsomstandighedenwet de lastendruk op het mkb nadrukkelijk en zo realistisch mogelijk in kaart te brengen, en deze lastendruk zo veel als mogelijk te beperken,"
1544.0,2023D21128,Motie van het lid Van der Lee over onderzoeken of zelfstandigen ook onder de reikwijdte van de wet moeten vallen,/kamerstukken/moties/detail?id=2023Z08808&did=2023D21128,17 mei 2023,['Tom van der Lee'],['GroenLinks'],-1,1,-1,1,1,1,1,1,1,1,1,-1,-1,1,-1,"verzoekt de regering bij de evaluatie van de wet te onderzoeken of zelfstandigen ook onder de reikwijdte van de wet moeten vallen en of toegang tot een vertrouwenspersoon voor hen ook van toegevoegde waarde is,"
1545.0,2023D21120,Motie van het lid Van Baarle over het standpunt innemen dat realtimebidding op geconstrueerde profielen verboden moet worden,/kamerstukken/moties/detail?id=2023Z08801&did=2023D21120,17 mei 2023,['Stephan van Baarle'],['DENK'],-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering als standpunt in te nemen in Europa dat het systeem van realtimebidding op geconstrueerde profielen verboden moet worden,"
1546.0,2023D21123,Motie van de leden Bouchallikh en Kathmann over de Autoriteit Persoonsgegevens in staat stellen om de handhaving van wet- en regelgeving te intensiveren,/kamerstukken/moties/detail?id=2023Z08803&did=2023D21123,17 mei 2023,['Barbara Kathmann'],['PvdA'],1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,"verzoekt de regering de Autoriteit Persoonsgegevens in staat te stellen om de handhaving van wet- en regelgeving te intensiveren en de Kamer hierover voor de begrotingsbehandeling te informeren,"
1547.0,2023D20665,Motie van het lid Bouchallikh over ervoor zorgen dat er per 1 januari 2024 een fatsoenlijk sociaal minimum wordt ingesteld voor Caribisch Nederland,/kamerstukken/moties/detail?id=2023Z08663&did=2023D20665,17 mei 2023,[],[],-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering alles op alles te zetten om ervoor te zorgen dat er per 1 januari 2024 een fatsoenlijk sociaal minimum wordt ingesteld voor Caribisch Nederland,"
1548.0,2023D21116,Motie van het lid Leijten over de Autoriteit Persoonsgegevens toezicht laten uitoefenen op grootschalige particuliere datahandel,/kamerstukken/moties/detail?id=2023Z08796&did=2023D21116,17 mei 2023,[],[],1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,"verzoekt de regering de Autoriteit Persoonsgegevens in staat te stellen toezicht uit te oefenen op deze grootschalige particuliere datahandel en hiervoor extra financiële middelen ter beschikking te stellen als het nodig is,"
1549.0,2023D21115,Motie van het lid Leijten over het opt-inprincipe hanteren voor commerciële en publieke digitale producten en diensten,/kamerstukken/moties/detail?id=2023Z08795&did=2023D21115,17 mei 2023,[],[],1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,"verzoekt de regering rijksbreed het beleid te formuleren dat mensen voor zowel commerciële als publieke digitale producten en diensten altijd via het opt-inprincipe deelnemen en dit beleid ook vast onderdeel te maken van de Nederlandse inzet in Europese discussies,"
1550.0,2023D20614,Motie van het lid Van der Graaf over een passend en haalbaar percentage recyclaat in kleding verplicht stellen,/kamerstukken/moties/detail?id=2023Z08637&did=2023D20614,17 mei 2023,[],[],-1,1,-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,-1,"verzoekt de regering om in overleg met de sector per stof een passend en haalbaar percentage recyclaat in kleding verplicht te stellen, dat door de jaren heen kan oplopen,"
1551.0,2023D20626,Motie van de leden Hagen en Thijssen over het NPCE laten doorrekenen en voorzien van een afrekenbare planning,/kamerstukken/moties/detail?id=2023Z08648&did=2023D20626,17 mei 2023,['Joris Thijssen'],['PvdA'],-1,1,-1,-1,1,-1,-1,1,1,1,1,-1,-1,1,-1,"verzoekt de regering het NPCE te laten doorrekenen en te voorzien van een afrekenbare planning,"
1552.0,2023D20623,"Motie van de leden Van Esch en Bouchallikh over de kosten voor het drie maanden langer opruimen, inzamelen en verwerken van blikjes in het zwerfafval verhalen op het bedrijfsleven",/kamerstukken/moties/detail?id=2023Z08645&did=2023D20623,17 mei 2023,[],[],-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,"verzoekt de regering de kosten voor het drie maanden langer opruimen, inzamelen en verwerken van blikjes in het zwerfafval te verhalen op het bedrijfsleven en dit ten goede te laten komen aan het terugdringen van zwerfafval,"
1553.0,2023D20619,Motie van de leden Bouchallikh en Van Esch over het aantal innamepunten voor flessen en blikjes in dichtbevolkte gebieden vergroten,/kamerstukken/moties/detail?id=2023Z08641&did=2023D20619,17 mei 2023,[],[],-1,1,-1,1,1,1,-1,1,1,1,1,1,-1,1,-1,"verzoekt de regering in gesprek te gaan met Afvalfonds Verpakkingen en afspraken te maken over de besteding van het geld dat ongebruikt blijft als gevolg van niet-ingezamelde flessen en blikjes, en hierbij erop aan te sturen dat de overgebleven middelen worden besteed aan het uitrollen van extra innamepunten in de drukst bevolkte gebieden,"
1554.0,2023D20622,Motie van het lid Van Esch over ervoor zorgen dat de Nederlandse Overshoot Day elk jaar anderhalve maand opschuift zodat deze uiterlijk in 2030 op 31 december valt,/kamerstukken/moties/detail?id=2023Z08644&did=2023D20622,17 mei 2023,[],[],-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,"verzoekt de regering ervoor te zorgen dat de Nederlandse Overshoot Day vanaf nu elk jaar anderhalve maand opschuift, zodat de Nederlandse Overshoot Day uiterlijk in 2030 op 31 december valt,"
1555.0,2023D20511,Motie van de leden Mutluer en Ellemeet over onderzoeken of gewaarborgd is dat bij toepassing van de sluitingsbevoegdheid geen kwetsbare mensen dakloos raken,/kamerstukken/moties/detail?id=2023Z08604&did=2023D20511,16 mei 2023,['Songül Mutluer'],['PvdA'],-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering in goed overleg met vertegenwoordigers van het lokaal bestuur te onderzoeken of gewaarborgd is dat bij toepassing van de sluitingsbevoegdheid geen kwetsbare mensen dakloos raken, eventueel voorstellen te doen hoe voorkomen wordt dat kwetsbare mensen dakloos worden en de Kamer hierover te informeren,"
1556.0,2023D20457,Motie van het lid Futselaar over het vergoeden van de juridische kosten van een civiele procedure van POMS-werknemers,/kamerstukken/moties/detail?id=2023Z08576&did=2023D20457,16 mei 2023,[],[],1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,-1,"verzoekt de regering de juridische kosten van een civiele procedure van POMS-werknemers te vergoeden, ongeacht de uitspraak van de rechter,"
1557.0,2023D20484,Motie van het lid Maeijer over op de kortst mogelijke termijn een backpayregeling voor de weduwen instellen,/kamerstukken/moties/detail?id=2023Z08595&did=2023D20484,16 mei 2023,['Vicky Maeijer'],['PVV'],1,1,-1,,-1,1,-1,1,-1,1,1,1,-1,1,1,"verzoekt de regering op de kortst mogelijke termijn een backpayregeling in te stellen voor de weduwen,"
1558.0,2023D20513,Motie van het lid Van Nispen over de sluitingsbevoegdheid alleen inzetten in situaties waarbij bewoners een ernstig verwijt kan worden gemaakt aan de verstoring van de openbare orde,/kamerstukken/moties/detail?id=2023Z08606&did=2023D20513,16 mei 2023,['Michiel van Nispen'],['SP'],-1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,1,-1,"verzoekt de regering ervoor te zorgen dat het toepassen van de sluitings-bevoegdheid alleen ingezet kan worden in situaties waarbij de bewoners van wie het pand wordt gesloten, een ernstig verwijt kan worden gemaakt van de verstoring van de openbare orde,"
1559.0,2023D20510,"Motie van het lid Michon-Derkzen over zeker stellen dat in artikel 174a, eerste lid, onder c ook het aantreffen van illegaal vuurwerk kan worden verstaan",/kamerstukken/moties/detail?id=2023Z08603&did=2023D20510,16 mei 2023,['Ingrid Michon-Derkzen'],['VVD'],1,1,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,"verzoekt de regering om in overleg met burgemeesters over de uitvoering van deze wet zeker te stellen dat in artikel 174a, eerste lid, onder c ook het aantreffen van illegaal vuurwerk kan worden verstaan,"
1560.0,2023D20485,Motie van de leden Maeijer en Beertema over het aantal scholieren dat een bezoek brengt aan een herinneringscentrum of een museum over de Tweede Wereldoorlog verhogen naar 100%,/kamerstukken/moties/detail?id=2023Z08596&did=2023D20485,16 mei 2023,['Vicky Maeijer'],['PVV'],1,1,-1,,1,1,1,1,1,1,1,1,-1,1,1,"verzoekt de regering te bevorderen dat het aantal scholieren dat een bezoek brengt aan een herinneringscentrum of een museum over de Tweede Wereldoorlog, zoals bijvoorbeeld het Anne Frank Huis en Kamp Westerbork, wordt verhoogd van 20% naar 100%,"
1561.0,2023D20254,Gewijzigde motie van het lid Van der Plas over de Subsidiemodules brongerichte verduurzaming stal- en managementmaatregelen op de kortst mogelijke termijn openstellen (t.v.v. 36277-46),/kamerstukken/moties/detail?id=2023Z08499&did=2023D20254,16 mei 2023,[],[],-1,-1,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,1,"verzoekt de regering om de Subsidiemodules brongerichte verduur-zaming stal- en managementmaatregelen op de kortst mogelijke termijn open te stellen,"
1562.0,2023D20487,Motie van het lid Chris Simons c.s. over het versterken van de herdenkingscultuur in Nederland en het breder toegankelijk houden van de herdenkingslocaties,/kamerstukken/moties/detail?id=2023Z08597&did=2023D20487,16 mei 2023,[],[],1,1,1,,1,1,1,1,1,1,1,1,-1,1,1,"verzoekt de regering om de herdenkingscultuur in Nederland te versterken en zich ervoor in te zetten herdenkingslocaties breder toegankelijk te houden en digitaal te ontsluiten; verzoekt de regering tevens om initiatieven, zoals de Nationale Kinderher-denking en Theater Na de Dam, die het bewustzijn en de betrokkenheid bij jongeren bevorderen, structureel in te bedden in het herdenkingsbeleid,"
1563.0,2023D20480,Motie van het lid Van Houwelingen over onderzoek doen naar de mentale gezondheid van de Nederlandse bevolking,/kamerstukken/moties/detail?id=2023Z08591&did=2023D20480,16 mei 2023,['Pepijn van Houwelingen'],['FVD'],1,-1,-1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1,"verzoekt de regering te onderzoeken of de mentale gezondheid van de Nederlandse bevolking de afgelopen decennia inderdaad is verslechterd en indien dit het geval is in kaart te brengen wat hiervan de oorzaken zouden kunnen zijn; verzoekt de regering de Kamer voor 1 juni 2024 over de uitkomsten van dit onderzoek te informeren,"
1564.0,2023D20482,Motie van het lid Van Haga over een individuele financiële regeling voor de nog in leven zijnde eerste generatie slachtoffers van de Japanse bezetting en de directe nazaten,/kamerstukken/moties/detail?id=2023Z08593&did=2023D20482,16 mei 2023,[],[],1,1,-1,,,1,-1,,-1,1,1,,1,1,1,"verzoekt het kabinet om de ongerechtvaardigde ongelijke behandeling ten aanzien van de materiële oorlogsschade – zoals vastgesteld door de rechtbank Den Haag op 1 juni 2022 – recht te zetten, door het inrichten van een individuele financiële regeling voor de nog in leven zijnde eerste generatie slachtoffers van de Japanse bezetting in voormalig Nederlands-Indië en de directe nazaten,"
1565.0,2023D20483,Motie van het lid Van Haga over een individuele financiële regeling voor de weduwen van ambtenaren en KNIL-militairen die ten onrechte geen salaris uitbetaald hebben gekregen tijdens de Tweede Wereldoorlog,/kamerstukken/moties/detail?id=2023Z08594&did=2023D20483,16 mei 2023,[],[],1,1,-1,,,1,-1,,-1,1,1,,1,1,1,"verzoekt het kabinet om alsnog een individuele financiële regeling te treffen voor de weduwen van ambtenaren en KNIL-militairen die ten onrechte geen salaris uitbetaald hebben gekregen tijdens de Tweede Wereldoorlog,"
1566.0,2023D20477,Motie van het lid Dijk over stoppen met de uitvraag van HoNOS+-vragenlijsten,/kamerstukken/moties/detail?id=2023Z08588&did=2023D20477,16 mei 2023,['Jimmy Dijk'],['SP'],1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,"verzoekt de regering om ervoor te zorgen dat de NZa stopt met de uitvraag van HoNOS+-vragenlijsten,"
1567.0,2023D20481,Motie van de leden Dijk en Mohandis over een backpayregeling voor weduwen met als peildatum 15 augustus 2015,/kamerstukken/moties/detail?id=2023Z08592&did=2023D20481,16 mei 2023,"['Jimmy Dijk', 'Mohammed Mohandis']","['SP', 'PvdA']",1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,"verzoekt de regering om alsnog met een backpayregeling te komen voor weduwen en daarbij 15 augustus 2015 als peildatum te nemen,"
1568.0,2023D20462,Motie van het lid Fritsma over het verdubbelen van de schadevergoedingen die zijn betaald aan vanwege blootstelling aan chroom-6 ziek geworden (oud-)medewerkers van Defensie,/kamerstukken/moties/detail?id=2023Z08579&did=2023D20462,16 mei 2023,[],[],1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,"verzoekt de regering om de veel te karige schadevergoedingen die zijn betaald aan (oud-)medewerkers van Defensie die ziek zijn geworden vanwege blootstelling aan chroom-6 op z’n minst te verdubbelen,"
1569.0,2023D20461,Motie van het lid Fritsma over aannemen dat de gezondheidsklachten van aan chroom-6 blootgestelde (oud-)medewerkers van Defensie daarvan het gevolg zijn en hun zo snel mogelijk een schadevergoeding geven,/kamerstukken/moties/detail?id=2023Z08578&did=2023D20461,16 mei 2023,[],[],1,-1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,-1,-1,"verzoekt de regering om aan te nemen dat de gezondheidsklachten van (oud-)medewerkers van Defensie die zijn blootgesteld aan chroom-6 het gevolg zijn van die blootstelling en om deze mensen zo snel mogelijk te voorzien van een schadevergoeding,"
1570.0,2023D20455,Motie van het lid Futselaar over het ook voor nabestaanden doen gelden van de regeling voor chroom-6-slachtoffers,/kamerstukken/moties/detail?id=2023Z08575&did=2023D20455,16 mei 2023,[],[],1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,1,1,"verzoekt de regering de regeling ook te doen gelden voor nabestaanden,"
1571.0,2023D20468,Motie van de leden Van den Berg en Mohandis over regelgeving waardoor zzp'ers in de zorg in de pas gaan lopen met medewerkers in dienstverband,/kamerstukken/moties/detail?id=2023Z08582&did=2023D20468,16 mei 2023,['Mohammed Mohandis'],['PvdA'],1,1,-1,1,-1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering te onderzoeken hoe er regelgeving kan komen waardoor zzp’ers in de zorg in de pas gaan lopen met medewerkers in dienstverband, en de Tweede Kamer hierover voor het begrotingsdebat te informeren,"
