moties_small,id,moties_volledig
1487,2023D22481,"verzoekt de regering zich in Europees verband in te zetten om het spitzenkandidatensysteem voor de Europese verkiezingen van 2024 in werking te laten treden,"
1488,2023D22477,"verzoekt het kabinet ervoor te pleiten de inkomsten voor de Russische staat verder af te knijpen door nadrukkelijker te kijken naar sancties tegen de nucleaire-energiesector,"
1489,2023D22482,"verzoekt de regering te pleiten voor het volledig afschaffen van het vetorecht,"
1490,2023D22479,"verzoekt de regering te onderzoeken hoe Nederland proactief kan deelnemen aan de Europese Batterijen Alliantie,"
1491,2023D22471,"verzoekt de regering om ons vetorecht op het gebied van buitenland-beleid volledig te behouden,"
1492,2023D22467,"verzoekt de regering in kaart te brengen hoe omliggende landen (met name Frankrijk, Duitsland en Finland) hun belangen in EU-instellingen behartigen, hoe Nederland van deze landen kan leren, deze best practices over te nemen en een plan op te stellen hoe Nederland zijn representati-viteit van ambtenaren in de EU-instellingen kan vergroten, en ernaar te streven de Kamer hierover nog dit jaar te rapporteren,"
1493,2023D22472,"verzoekt de regering geen F-16-vliegtuigen aan Oekraïne te leveren,"
1494,2023D22475,"verzoekt de regering af te zien van de gekozen weg en het unanimiteitsbe-ginsel te bepleiten binnen het GVDB,"
1495,2023D22293,"verzoekt de regering de verkoop van TenneT Duitsland niet door te zetten,"
1496,2023D22473,"verzoekt de regering geen stappen te zetten richting uitbreiding van de Europese Unie,"
1497,2023D22468,"verzoekt het Presidium om naast de Nederlandse ook de Europese vlag te plaatsen in de plenaire zaal,"
1498,2023D22470,"verzoekt de regering om zolang Nederland nog deel uitmaakt van de Europese Unie niet mee te gaan in verdere integratie richting een politieke unie en in te zetten op het behouden en terughalen van onze nationale bevoegdheden,"
1499,2023D22469,"verzoekt de regering een nexit, een Nederlands vertrek uit de Europese Unie, aan te kondigen,"
1500,2023D22255,"verzoekt de regering om op korte termijn een plan van aanpak te maken om de verwerking van grondstoffen die cruciaal zijn voor de energietran-sitie naar Nederland te halen en de Kamer daarover te informeren uiterlijk eind 2023,"
1501,2023D22252,"verzoekt de regering om te onderzoeken welke mogelijkheden er zijn om met wetgeving te waarborgen dat Tata Steel zo snel als mogelijk overgaat tot groenstaalproductie,"
1502,2023D22264,"verzoekt het kabinet om duidelijk te maken hoe zij met de tegengestelde signalen denkt om te gaan; verzoekt het kabinet definitieve keuzes over de toekomst van de industrie integraal onderdeel te laten zijn van het NPE, "
1503,2023D22245,"verzoekt de regering parallel aan het vervolgonderzoek te werken aan wettelijke maximumnormering voor ZZS-emissies afkomstig van vliegtuigbewegingen,"
1504,2023D22251,"verzoekt de regering om in de maatwerkafspraken helder en bindend op te nemen dat de maatwerksubsidies niet verstrekt worden aan bedrijven die tegelijkertijd ook bonussen uitkeren,"
1505,2023D22240,"spreekt uit dat biobrandstoffen geen substantiële bijdrage kunnen leveren aan de verduurzaming van de luchtvaart,"
1506,2023D22244,"verzoekt de Minister samen met zijn collega’s een akkoord in Brussel te bereiken voor een Europees gemeenschappelijk luchtruim voor het einde van 2023,"
1507,2023D22227,"verzoekt de regering in het vervolg van de onderhandelingen in de Raad aan te dringen op het vinden van oplossingen voor de struikelblokken en een actieve rol te spelen in het versnellen van de onderhandelingen, en de Kamer hierover te informeren,"
1508,2023D22236,"verzoekt de regering ZZS’en aan te pakken door: •de uitstoot zo snel als mogelijk zo veel als mogelijk te reduceren; •de omgeving gedegen te informeren en beschermen; •een uitgebreid meetnetwerk aan te leggen voor alle stoffen; •een neutraal adviesbureau in te schakelen dat expertise heeft in het modelleren van de uitstoot van ZZS,"
1509,2023D22250,"verzoekt de regering expliciet binnen de maatwerkafspraken de gezond-heidseffecten voor omwonenden mee te nemen; verzoekt de regering hierbij eisen die verder gaan dan de wet niet te schuwen,"
1510,2023D22213,"verzoekt Lelystad Airport snel te openen voor vakantievluchten,"
1511,2023D22220,"verzoekt de regering om met de Benelux-partners tot afspraken te komen die korteafstandsvluchten verbieden,"
1512,2023D22211,"verzoekt de regering om de regie te pakken en de Kamer regelmatig te informeren over de zakenvluchten die regionale luchthavens van Schiphol hebben overgenomen,"
1513,2023D22218,"verzoekt de regering om voor het eind van dit jaar met een plan voor een alternatieve invulling van de doelen te komen, die met zekerheid optelt tot minimaal dezelfde afrekenbare reductiepercentages,"
1514,2023D22217,"verzoekt het kabinet om te investeren in de concurrentiepositie van Schiphol en de luchthaven een belangrijke overstapluchthaven te laten blijven,"
1515,2023D22214,"verzoekt het kabinet in te zetten op meer vluchten vanuit Rotterdam The Hague Airport,"
1516,2023D22259,"verzoekt de regering een rechtvaardigheidstoets uit te voeren op de maatwerkafspraken met de 20 grootste vervuilers en daarbij in lijn met het WRR-rapport het volgende te beschrijven: •welk verdelingsprincipe aan de maatwerkafspraken en de bekostiging ervan ten grondslag ligt; •wat de verdelingseffecten zijn op grote en kleine industrie, mkb en burgers; •of deze effecten (kunnen) leiden tot maatschappelijke frictie; •wat mogelijke rechtvaardige verdelingen zijn en daarbij alternatieve bekostiging dan wel randvoorwaarden aan bekostiging door te overheid te verkennen,"
1517,2023D22196,"verzoekt de regering om de accijnskorting op brandstof, die per 1 juli afloopt, te verlengen tot en met 31 december 2023,"
1518,2023D22199,"verzoekt de regering in gesprekken met de ov-sector het invoeren van betalen naar gebruik en de daarmee gepaard gaande verwachte reizigers-groei nadrukkelijk mee te wegen,"
1519,2023D22193,"verzoekt de regering om nu en in de toekomst de betaalbaarheid van automobiliteit te garanderen,"
1520,2023D22195,"verzoekt de regering om per direct af te zien van het voornemen om betalen naar gebruik in te voeren,"
1521,2023D22126,"verzoekt de regering om toetsing van de Grondwet aan institutioneel-organisatorische bepalingen, alsook de beslechting van bestuursge-schillen bij de rechter mogelijk te maken,"
1522,2023D22134,"verzoekt de regering om een interne toezichts- en handhavingsmoge-lijkheid te introduceren voor de gedragscode bewindspersonen, waarbinnen onafhankelijk onderzoek en advisering aan bewindspersonen kan plaatsvinden,"
1523,2023D22132,"verzoekt de regering het wetsvoorstel zo vorm te geven dat er ook een afkoelperiode voor Kamerleden wordt bereikt,"
1524,2023D22128,"verzoekt de regering om nader onderzoek te doen naar de mogelijkheden om toetsing aan sociale grondrechten mogelijk te maken,"
1525,2023D22124,"spreekt uit dat elke abortus een tragedie is,"
1526,2023D22096,"spreekt uit dat abortus geen misdaad is,"
1527,2023D22130," verzoekt de Minister om de verplichting tot het hebben van een gedragscode integriteitsregels voor bewindspersonen wettelijk vast te leggen en een voorstel hiertoe dit kalenderjaar naar de Kamer toe te sturen,"
1528,2023D22127,"verzoekt de regering in de consultatieversie van de voorstellen oprichting van een grondwettelijk hof mee te nemen,"
1529,2023D21990,"verzoekt de regering een landelijke aanpak voor shishalounges te ontwikkelen en de regelgeving rond shishalounges te verscherpen,"
1530,2023D21904,"verzoekt de regering niet in te stemmen met een EU-Mercosur-verdrag waarin duurzaamheidsstandaarden, zoals het Parijsakkoord, de ILO-conventies en mensenrechten, niet juridisch afdwingbaar zijn,"
1531,2023D21903,"verzoekt de regering zich bij Frankrijk en Oostenrijk aan te sluiten en de Europese Commissie op te roepen tot het opnemen van een spiegel-clausule in het EU-Mercosur-verdrag,"
1532,2023D21975,"verzoekt de regering met ZLTO, politie en OM toe te werken naar een landelijke uitrol van deze aanpak zodat ook in andere gebieden boeren weerbaarder worden tegen drugscriminaliteit en de drempels om hulp te vragen worden verlaagd,"
1533,2023D21856,"verzoekt de regering om de randvoorwaarden voor financiering van een opleiding of faculteit dusdanig aan te scherpen dat onder meer inhoude-lijke bemoeienis met het curriculum, gevraagde wederdiensten in de vorm van personele inzet bij de sponsor en het met het eigen personeel invullen van aangeschafte hoogleraarsplekken niet langer tot de mogelijkheden behoren,"
1534,2023D21855,"verzoekt de regering te komen tot één openbaar register in beheer van het ministerie, met daarin onder meer leerstoelen en bijzonder hoogleraren, inclusief het ontvangen bedrag, de betalende partij en eventuele voorwaarden die hiermee gepaard gaan en nevenfuncties van al dan niet bijzonder hoogleraren,"
1535,2023D21852,"verzoekt de regering de middelen uit het sectorplan in te zetten voor het versterken van de samenwerking bij de taalopleidingen aan de universi-teiten, waarbij het niet de bedoeling is om veel tijd te verspillen aan vergaderen en ingewikkelde plannen maken, bijvoorbeeld over joint degrees of unilocaties; verzoekt de regering dat de energie met name ingezet moet worden op het laten groeien van de studentenaantallen en dat de sectorplanmiddelen in ieder geval ook ingezet moeten worden voor een grote landelijke campagne «kies talen» in lijn met het rapport Talen Centraal,"
1536,2023D21810,"zegt het vertrouwen in het kabinet op,"
1537,2023D21811,"verzoekt de regering zich aan de wet te houden en zodanig proactief te handelen dat de beslistermijn van een jaar wordt gehandhaafd, alsmede niet bij de rechterlijke macht aan te dringen op het oprekken van de BNT-termijn,"
1538,2023D21243,"verzoekt de regering om – met Stichting Kenniscentrum Vertrouwensper-sonen, ondernemersorganisaties en Arbodiensten – te onderzoeken hoe informatie over een veilige werkomgeving toegankelijk(er) gemaakt kan worden voor ondernemers en werknemers en daarbij het kunnen instellen van een interne of externe vertrouwenspersoon expliciet onder de aandacht wordt gebracht;"
1539,2023D21392,"verzoekt de regering de middelen voor basisvaardigheden alleen in te zetten voor taal en rekenen,"
1540,2023D21372,"verzoekt de regering om in navolging van het advies van de Inspectie van het Onderwijs een verkenning uit te werken hoe in het voortgezet onderwijs gerealiseerd kan worden dat een voldoende voor het vak Nederlands voorwaardelijk wordt voor het behalen van een diploma,"
1541,2023D21114,"verzoekt de regering zich in te spannen dat er binnen Europese regel-geving wordt opgenomen dat de verkoop van persoonsgegevens van minderjarigen voor financieel gewin verboden wordt en toezicht hierop goed te borgen,"
1542,2023D20628,"verzoekt de regering een interdepartementaal beleidsonderzoek (ibo) uit te voeren dat stimulerende, beprijzende en normerende maatregelen in kaart brengt die richting 2030 genomen moeten worden om de circulari-teitsdoelen te halen,"
1543,2023D21130,"verzoekt de regering om bij het bedenken, uitwerken en uitvoeren van wet- en regelgeving inzake de Arbeidsomstandighedenwet de lastendruk op het mkb nadrukkelijk en zo realistisch mogelijk in kaart te brengen, en deze lastendruk zo veel als mogelijk te beperken,"
1544,2023D21128,"verzoekt de regering bij de evaluatie van de wet te onderzoeken of zelfstandigen ook onder de reikwijdte van de wet moeten vallen en of toegang tot een vertrouwenspersoon voor hen ook van toegevoegde waarde is,"
1545,2023D21120,"verzoekt de regering als standpunt in te nemen in Europa dat het systeem van realtimebidding op geconstrueerde profielen verboden moet worden,"
1546,2023D21123,"verzoekt de regering de Autoriteit Persoonsgegevens in staat te stellen om de handhaving van wet- en regelgeving te intensiveren en de Kamer hierover voor de begrotingsbehandeling te informeren,"
1547,2023D20665,"verzoekt de regering alles op alles te zetten om ervoor te zorgen dat er per 1 januari 2024 een fatsoenlijk sociaal minimum wordt ingesteld voor Caribisch Nederland,"
1548,2023D21116,"verzoekt de regering de Autoriteit Persoonsgegevens in staat te stellen toezicht uit te oefenen op deze grootschalige particuliere datahandel en hiervoor extra financiële middelen ter beschikking te stellen als het nodig is,"
1549,2023D21115,"verzoekt de regering rijksbreed het beleid te formuleren dat mensen voor zowel commerciële als publieke digitale producten en diensten altijd via het opt-inprincipe deelnemen en dit beleid ook vast onderdeel te maken van de Nederlandse inzet in Europese discussies,"
1550,2023D20614,"verzoekt de regering om in overleg met de sector per stof een passend en haalbaar percentage recyclaat in kleding verplicht te stellen, dat door de jaren heen kan oplopen,"
1551,2023D20626,"verzoekt de regering het NPCE te laten doorrekenen en te voorzien van een afrekenbare planning,"
1552,2023D20623,"verzoekt de regering de kosten voor het drie maanden langer opruimen, inzamelen en verwerken van blikjes in het zwerfafval te verhalen op het bedrijfsleven en dit ten goede te laten komen aan het terugdringen van zwerfafval,"
